     1     215     0.00000     0.00000     0.00000   -0.653809364   -1.918207364   -1.264398000
     1     215     0.00000     0.01577     0.00000   -0.653684262   -1.918103480   -1.264419219
     1     215     0.00000     0.03155     0.00000   -0.652880042   -1.917560066   -1.264680024
     1     215     0.00000     0.04732     0.00000   -0.650568466   -1.915699685   -1.265131219
     1     215     0.00000     0.06310     0.00000   -0.646188473   -1.911473681   -1.265285208
     1     215     0.00000     0.07887     0.00000   -0.640023382   -1.905479528   -1.265456146
     1     215     0.00000     0.09465     0.00000   -0.633022808   -1.898560808   -1.265538000
     1     215     0.00000     0.09465     0.01529   -0.633095244   -1.899021690   -1.265926447
     1     215     0.00000     0.09465     0.03058   -0.633239005   -1.900902531   -1.267663525
     1     215     0.00000     0.09465     0.04587   -0.633443292   -1.902486884   -1.269043592
     1     215     0.00000     0.09465     0.06115   -0.633617992   -1.902473789   -1.268855796
     1     215     0.00000     0.09465     0.07644   -0.633730488   -1.901579213   -1.267848726
     1     215     0.00000     0.09465     0.09173   -0.633790308   -1.901349308   -1.267559000
     1     215     0.00000     0.07887     0.09173   -0.634141900   -1.901606228   -1.267464329
     1     215     0.00000     0.06310     0.09173   -0.635084978   -1.902141860   -1.267056882
     1     215     0.00000     0.04732     0.09173   -0.636308441   -1.903531565   -1.267223125
     1     215     0.00000     0.03155     0.09173   -0.637439538   -1.905512028   -1.268072489
     1     215     0.00000     0.01577     0.09173   -0.638203531   -1.907140759   -1.268937229
     1     215     0.00000     0.00000     0.09173   -0.638480834   -1.907579834   -1.269099000
     1     215     0.00000     0.00000     0.07644   -0.642154565   -1.911532983   -1.269378419
     1     215     0.00000     0.00000     0.06115   -0.645751366   -1.916117506   -1.270366140
     1     215     0.00000     0.00000     0.04587   -0.648977548   -1.919128271   -1.270150723
     1     215     0.00000     0.00000     0.03058   -0.651552164   -1.919341418   -1.267789254
     1     215     0.00000     0.00000     0.01529   -0.653198732   -1.918211856   -1.265013124
     1     215     0.00000     0.00000     0.00000   -0.653809364   -1.918207364   -1.264398000
     1     215    -0.03499     0.00000     0.00066   -0.646561282   -1.913456708   -1.266895426
     1     215    -0.06998     0.00000     0.00131   -0.625339872   -1.895468679   -1.270128807
     1     215    -0.10497     0.00000     0.00197   -0.607024165   -1.861960816   -1.254936651
     1     215    -0.13996     0.00000     0.00263   -0.598657222   -1.843576634   -1.244919412
     1     215    -0.17495     0.00000     0.00328   -0.589352885   -1.834077945   -1.244725061
     1     215    -0.20994     0.00000     0.00394   -0.578185299   -1.825990483   -1.247805184
     1     215    -0.24493     0.00000     0.00460   -0.565551444   -1.814405205   -1.248853761
     1     215    -0.27992     0.00000     0.00525   -0.553320727   -1.801513330   -1.248192603
     1     215    -0.31491     0.00000     0.00591   -0.543383455   -1.791435455   -1.248052000
     1     215    -0.31491     0.01577     0.00591   -0.543225121   -1.791285689   -1.248060568
     1     215    -0.31491     0.03155     0.00591   -0.542835672   -1.790910280   -1.248074608
     1     215    -0.31491     0.04732     0.00591   -0.542271448   -1.790949384   -1.248677936
     1     215    -0.31491     0.06310     0.00591   -0.541763994   -1.791649170   -1.249885176
     1     215    -0.31491     0.07887     0.00591   -0.541415436   -1.792374291   -1.250958856
     1     215    -0.31491     0.09465     0.00591   -0.541286182   -1.792526182   -1.251240000
     1     215    -0.26242     0.09465     0.00492   -0.544380358   -1.796676614   -1.252296257
     1     215    -0.20994     0.09465     0.00394   -0.552458469   -1.805715107   -1.253256638
     1     215    -0.15745     0.09465     0.00295   -0.568367145   -1.820296553   -1.251929408
     1     215    -0.10497     0.09465     0.00197   -0.595734527   -1.855022897   -1.259288370
     1     215    -0.05248     0.09465     0.00098   -0.620385268   -1.888048534   -1.267663267
     1     215     0.00000     0.09465     0.00000   -0.633022808   -1.898560808   -1.265538000
     1     215    -0.03499     0.09465    -0.00954   -0.627681754   -1.893399552   -1.265717797
     1     215    -0.06998     0.09465    -0.01907   -0.614571568   -1.876565524   -1.261993957
     1     215    -0.10497     0.09465    -0.02861   -0.597874544   -1.852551349   -1.254676805
     1     215    -0.13996     0.09465    -0.03814   -0.581198626   -1.831432226   -1.250233600
     1     215    -0.17495     0.09465    -0.04768   -0.568150090   -1.818372258   -1.250222168
     1     215    -0.20994     0.09465    -0.05721   -0.558222350   -1.809331852   -1.251109502
     1     215    -0.24493     0.09465    -0.06675   -0.550191582   -1.801535354   -1.251343772
     1     215    -0.27992     0.09465    -0.07629   -0.544325242   -1.794846940   -1.250521698
     1     215    -0.31491     0.09465    -0.08582   -0.542053095   -1.792503095   -1.250450000
     1     215    -0.31491     0.07887    -0.08582   -0.546485187   -1.797160242   -1.250675055
     1     215    -0.31491     0.06310    -0.08582   -0.549957873   -1.802120908   -1.252163035
     1     215    -0.31491     0.04732    -0.08582   -0.552593231   -1.806437487   -1.253844257
     1     215    -0.31491     0.03155    -0.08582   -0.554456578   -1.809371783   -1.254915205
     1     215    -0.31491     0.01577    -0.08582   -0.555623399   -1.810938885   -1.255315486
     1     215    -0.31491     0.00000    -0.08582   -0.556007967   -1.811237967   -1.255230000
     1     215    -0.27992     0.00000    -0.07629   -0.557611153   -1.812404975   -1.254793822
     1     215    -0.24493     0.00000    -0.06675   -0.562216228   -1.815159791   -1.252943563
     1     215    -0.20994     0.00000    -0.05721   -0.569517535   -1.820927386   -1.251409851
     1     215    -0.17495     0.00000    -0.04768   -0.579343384   -1.830131146   -1.250787762
     1     215    -0.13996     0.00000    -0.03814   -0.592435919   -1.843172176   -1.250736257
     1     215    -0.10497     0.00000    -0.02861   -0.610971227   -1.864766252   -1.253795025
     1     215    -0.06998     0.00000    -0.01907   -0.632977378   -1.894034110   -1.261056732
     1     215    -0.03499     0.00000    -0.00954   -0.648797399   -1.913789531   -1.264992132
     1     215     0.00000     0.00000     0.00000   -0.653809364   -1.918207364   -1.264398000
     1     216     0.00000     0.00000     0.00000   -0.626346034   -1.892768034   -1.266422000
     1     216     0.00000     0.01577     0.00000   -0.625379521   -1.892037935   -1.266658414
     1     216     0.00000     0.03155     0.00000   -0.623777223   -1.892802745   -1.269025522
     1     216     0.00000     0.04732     0.00000   -0.621660017   -1.888796958   -1.267136941
     1     216     0.00000     0.06310     0.00000   -0.622310516   -1.887041858   -1.264731342
     1     216     0.00000     0.07887     0.00000   -0.626599321   -1.892004963   -1.265405643
     1     216     0.00000     0.09465     0.00000   -0.633022807   -1.898560807   -1.265538000
     1     216     0.00000     0.09465     0.01529   -0.633095243   -1.899021690   -1.265926447
     1     216     0.00000     0.09465     0.03058   -0.633239005   -1.900902530   -1.267663525
     1     216     0.00000     0.09465     0.04587   -0.633443291   -1.902486883   -1.269043592
     1     216     0.00000     0.09465     0.06115   -0.633617992   -1.902473788   -1.268855796
     1     216     0.00000     0.09465     0.07644   -0.633730487   -1.901579213   -1.267848726
     1     216     0.00000     0.09465     0.09173   -0.633790308   -1.901349308   -1.267559000
     1     216     0.00000     0.07887     0.09173   -0.634141899   -1.901606228   -1.267464329
     1     216     0.00000     0.06310     0.09173   -0.635084977   -1.902141860   -1.267056882
     1     216     0.00000     0.04732     0.09173   -0.636308440   -1.903531565   -1.267223125
     1     216     0.00000     0.03155     0.09173   -0.637439538   -1.905512027   -1.268072489
     1     216     0.00000     0.01577     0.09173   -0.638203530   -1.907140759   -1.268937229
     1     216     0.00000     0.00000     0.09173   -0.638480834   -1.907579834   -1.269099000
     1     216     0.00000     0.00000     0.07644   -0.634931476   -1.904271330   -1.269339853
     1     216     0.00000     0.00000     0.06115   -0.631786296   -1.902214950   -1.270428654
     1     216     0.00000     0.00000     0.04587   -0.629181123   -1.900602590   -1.271421467
     1     216     0.00000     0.00000     0.03058   -0.627270125   -1.898823853   -1.271553727
     1     216     0.00000     0.00000     0.01529   -0.626105745   -1.897200425   -1.271094680
