# neig  =    36864
# vol   =  0.881091047E+06
# nspin =        1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.21008244E+01  0.10672726E-02  0.31839110E-01  0.73173549E-02
  0.21018350E+01  0.10289028E+00 -0.23165083E+00 -0.22187422E+00
  0.21040377E+01  0.27223325E+00 -0.52095136E+00  0.29033198E-01
  0.21051310E+01  0.31172382E+00  0.41554564E+00  0.37288824E+00
  0.21168005E+01  0.12187388E+01  0.64213971E+00  0.89799521E+00
  0.21175756E+01  0.18283982E-02  0.41799928E-01 -0.90091197E-02
  0.21205926E+01  0.60183953E+00  0.27514742E+00  0.72535055E+00
  0.21225706E+01  0.81806623E-02  0.63664364E-01  0.64245708E-01
  0.22631914E+01  0.24461709E-01  0.14873838E+00 -0.48359109E-01
  0.22645798E+01  0.49806335E+00  0.54552643E+00 -0.44773237E+00
  0.22667075E+01  0.40105605E-01 -0.19245290E+00  0.55384877E-01
  0.22686738E+01  0.17579279E+01  0.12189936E+01  0.52151945E+00
  0.22886189E+01  0.75197513E+00 -0.61996003E+00 -0.60632061E+00
  0.22902569E+01  0.13865406E-01 -0.10118165E+00  0.60230222E-01
  0.22916680E+01  0.82225248E+00 -0.25043005E+00 -0.87151435E+00
  0.22934772E+01  0.15254887E-01 -0.72145217E-01  0.10024946E+00
  0.23147899E+01  0.56190064E-01 -0.22570433E+00 -0.72440462E-01
  0.23150750E+01  0.15483686E+00 -0.37548775E+00  0.11766822E+00
  0.23162743E+01  0.19269799E+00 -0.30087557E+00 -0.31964338E+00
  0.23174156E+01  0.56312257E-02  0.57027656E-01  0.48775733E-01
  0.23180748E+01  0.22442194E-01 -0.84863428E-01 -0.12345199E+00
  0.23194088E+01  0.18262391E+00 -0.25517810E+00 -0.34279446E+00
  0.23214486E+01  0.47186092E-01 -0.21649498E+00 -0.17776866E-01
  0.23228112E+01  0.78053226E-03 -0.25946094E-01  0.10360139E-01
  0.23325087E+01  0.62723670E-02  0.53464125E-01  0.58429054E-01
  0.23339187E+01  0.66628162E-01 -0.25801804E+00  0.74062980E-02
  0.23343274E+01  0.65029250E-02 -0.68724588E-01  0.42188340E-01
  0.23358245E+01  0.27597581E+00  0.32282513E+00  0.41443907E+00
  0.23364828E+01  0.10708758E-01 -0.24599689E-01 -0.10051673E+00
  0.23374896E+01  0.93618014E-01 -0.18843281E+00 -0.24106242E+00
  0.23386589E+01  0.84009938E-02 -0.10072295E-01  0.91101826E-01
  0.23399892E+01  0.17418854E-01  0.10078339E+00  0.85214801E-01
  0.23402808E+01  0.63298626E-01 -0.79035379E-01 -0.23885568E+00
  0.23406293E+01  0.13591144E+00  0.35192609E+00  0.10981562E+00
  0.23416162E+01  0.86749698E-01 -0.20855424E+00 -0.20797795E+00
  0.23422027E+01  0.14513851E+00  0.16563155E+00  0.34308118E+00
  0.23583686E+01  0.11429489E+00 -0.24031781E+00 -0.23778611E+00
  0.23601370E+01  0.10271539E-03 -0.21135553E-02 -0.99120265E-02
  0.23615158E+01  0.42528113E+00  0.48325028E+00  0.43789301E+00
  0.23625770E+01  0.11409750E-01 -0.10644770E+00 -0.88677580E-02
  0.23633560E+01  0.13377817E-01  0.10280538E+00  0.52998773E-01
  0.23636733E+01  0.39711063E+00 -0.45279041E+00 -0.43828242E+00
  0.23649081E+01  0.87038130E+00 -0.65205726E+00 -0.66723506E+00
  0.23660743E+01  0.88790208E-03  0.22357888E-01  0.19698399E-01
  0.23665970E+01  0.33861896E-01 -0.90971062E-01 -0.15995675E+00
  0.23675177E+01  0.15939681E+00 -0.18313548E+00 -0.35476500E+00
  0.23679153E+01  0.13344545E-01  0.58697975E-01  0.99494183E-01
  0.23692164E+01  0.13078031E-01  0.80036146E-01  0.81683817E-01
  0.23705687E+01  0.52979482E+00 -0.49361638E+00 -0.53491839E+00
  0.23712908E+01  0.35297292E+00  0.36983838E+00  0.46496505E+00
  0.23721873E+01  0.11947139E-01 -0.57961225E-01 -0.92669497E-01
  0.23730662E+01  0.19682042E-01 -0.11330389E+00 -0.82730103E-01
  0.23754528E+01  0.52031849E-02  0.52986742E-01  0.48944765E-01
  0.23763862E+01  0.70066710E-02 -0.54740094E-01 -0.63326086E-01
  0.23768837E+01  0.10986920E+00 -0.12491307E+00  0.30702756E+00
  0.23770992E+01  0.10858953E-02 -0.93904467E-02  0.31586623E-01
  0.23802782E+01  0.79305985E-02 -0.88457780E-01  0.10286868E-01
  0.23811535E+01  0.23615047E+01  0.96904338E+00  0.11926691E+01
  0.23818862E+01  0.13543272E-01 -0.10865965E+00 -0.41669565E-01
  0.23825514E+01  0.99470518E+00  0.30442237E+00  0.94975376E+00
  0.23840204E+01  0.11519407E-01  0.78619332E-01  0.73064409E-01
  0.23861425E+01  0.24198094E+00  0.61758042E-01  0.48802345E+00
  0.23876156E+01  0.40585268E-01 -0.19744329E+00  0.40017706E-01
  0.23894611E+01  0.96743252E-02 -0.71191712E-01  0.67868000E-01
  0.23902780E+01  0.17751681E-01 -0.94297607E-01 -0.94125671E-01
  0.23915142E+01  0.13530716E+01  0.63783213E+00  0.97274961E+00
  0.23919895E+01  0.29791057E-01 -0.14858044E+00  0.87834565E-01
  0.23925301E+01  0.32541495E-01 -0.14856585E+00  0.10232147E+00
  0.23932468E+01  0.11570350E+00  0.30411861E+00  0.15236591E+00
  0.23936487E+01  0.18098158E+00 -0.32640320E+00  0.27284159E+00
  0.23950337E+01  0.65550527E+00 -0.53986570E+00 -0.60336581E+00
  0.23963305E+01  0.46409804E-01  0.78381909E-01 -0.20066410E+00
  0.23964719E+01  0.33637168E+00 -0.57126768E+00  0.10012453E+00
  0.23967107E+01  0.57045367E-02  0.75013014E-01  0.88081974E-02
  0.23989982E+01  0.26371870E-02 -0.51290580E-01  0.25423120E-02
  0.23994679E+01  0.60055690E-01  0.13566593E+00 -0.20408441E+00
  0.24001587E+01  0.23340442E-01 -0.97532546E-01 -0.11759185E+00
  0.24007613E+01  0.16901410E-01 -0.84809877E-01  0.98532708E-01
  0.24015779E+01  0.57974455E+00  0.39544768E+00  0.65066557E+00
  0.24028576E+01  0.28737258E-01  0.14009031E+00  0.95456604E-01
  0.24034579E+01  0.22463367E-01 -0.14987575E+00 -0.79086517E-03
  0.24038720E+01  0.10851827E-01  0.86366847E-01  0.58245988E-01
  0.24061929E+01  0.96941488E-02  0.58171454E-01 -0.79436961E-01
  0.24068578E+01  0.14019806E+00 -0.19351120E+00  0.32054871E+00
  0.24073748E+01  0.86164771E-01 -0.23620156E+00  0.17428022E+00
  0.24087080E+01  0.45349682E-01  0.34698467E-01  0.21010878E+00
  0.24100158E+01  0.17471383E+00  0.35921901E+00 -0.21371835E+00
  0.24106908E+01  0.49055353E-01 -0.17130316E+00 -0.14039437E+00
  0.24111846E+01  0.37242513E-01  0.19298158E+00  0.78835240E-03
  0.24115733E+01  0.10911411E+00  0.93186002E-01 -0.31690768E+00
  0.24118499E+01  0.18005564E+00 -0.45940613E-01 -0.42183540E+00
  0.24121930E+01  0.16712208E-01  0.48535790E-01 -0.11981855E+00
  0.24146874E+01  0.16096151E+00  0.39439371E+00 -0.73587488E-01
  0.24148526E+01  0.34674928E+00  0.58855000E+00 -0.18925497E-01
  0.24155721E+01  0.44782370E-01  0.19687752E+00  0.77599037E-01
  0.24158706E+01  0.33554876E-01 -0.18308705E+00 -0.58316399E-02
  0.24164137E+01  0.20730882E+00  0.44940584E+00 -0.73097288E-01
  0.24167722E+01  0.78247010E-01  0.20306984E-01 -0.27898860E+00
  0.24170473E+01  0.40968864E-01  0.47435699E-01 -0.19677073E+00
  0.24177668E+01  0.41351356E-01  0.15764464E+00 -0.12845047E+00
  0.24183494E+01  0.95279523E+00 -0.66620799E+00 -0.71341583E+00
