# neig  =    18432
# vol   =  0.547283041E+06
# nspin =        1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.34018862E+01  0.10795516E+01  0.10293591E+01  0.14132025E+00
  0.34030221E+01  0.58574542E+00 -0.75832813E+00 -0.10336279E+00
  0.34120100E+01  0.13403378E+01 -0.11473272E+01 -0.15484852E+00
  0.34133416E+01  0.11914258E+00  0.34206307E+00  0.46210776E-01
  0.34506864E+01  0.24864923E+00  0.49413880E+00  0.66903478E-01
  0.34516602E+01  0.84046898E-01 -0.28731261E+00 -0.38708697E-01
  0.34603876E+01  0.10297888E+00 -0.31797909E+00 -0.43222399E-01
  0.34626854E+01  0.91661103E-01 -0.30002470E+00 -0.40574402E-01
  0.35775005E+01  0.11584701E+02 -0.33712549E+01 -0.46833967E+00
  0.35782275E+01  0.70060074E-01  0.26185606E+00  0.38619632E-01
  0.35855383E+01  0.32841582E+01 -0.17957110E+01 -0.24409089E+00
  0.35874645E+01  0.14612225E+01  0.11977647E+01  0.16304068E+00
  0.36156121E+01  0.34506840E+00 -0.58219405E+00 -0.78220788E-01
  0.36164286E+01  0.11257147E+01 -0.10511625E+01 -0.14412488E+00
  0.36231231E+01  0.68279934E+00  0.81879952E+00  0.11120559E+00
  0.36257273E+01  0.53164204E-01 -0.22847266E+00 -0.31055597E-01
  0.36477507E+01  0.26190769E-01  0.16036339E+00  0.21779640E-01
  0.36545586E+01  0.59160677E-02  0.76218408E-01  0.10335475E-01
  0.36639785E+01  0.47580785E-01 -0.21613034E+00 -0.29469668E-01
  0.36729516E+01  0.85191218E-02  0.91460782E-01  0.12411574E-01
  0.36825905E+01  0.18037678E+00 -0.42085578E+00 -0.57071806E-01
  0.36872881E+01  0.16111371E+00  0.39773582E+00  0.54036321E-01
  0.36980600E+01  0.46998092E+00 -0.67934191E+00 -0.92062384E-01
  0.37006295E+01  0.42711735E+00  0.64767219E+00  0.87396134E-01
  0.37249348E+01  0.18747525E+01  0.13567319E+01  0.18447534E+00
  0.37270722E+01  0.65595366E+00  0.80253627E+00  0.10903757E+00
