# neig  =    18432
# vol   =  0.547283041E+06
# nspin =        1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.38513367E+01  0.13148000E-01 -0.11464526E+00  0.21131006E-02
  0.38534758E+01  0.74062616E-01 -0.27210073E+00  0.48796397E-02
  0.38559516E+01  0.56406284E-03  0.23746264E-01 -0.42164389E-03
  0.38569564E+01  0.73474215E-01 -0.27101590E+00  0.49594598E-02
  0.38593513E+01  0.51719236E-01 -0.22738074E+00  0.41515261E-02
  0.38603131E+01  0.44082740E-03  0.20993191E-01 -0.33666122E-03
  0.38615519E+01  0.99362820E+00  0.99669115E+00 -0.15328130E-01
  0.38639470E+01  0.52127422E-02  0.72187222E-01 -0.13217681E-02
  0.38654561E+01  0.18689187E+00 -0.43223733E+00  0.79223795E-02
  0.38677280E+01  0.15544874E+00  0.39420191E+00 -0.73202847E-02
  0.38688091E+01  0.43948015E+00 -0.66282015E+00  0.12231340E-01
  0.38714232E+01  0.13410371E-01 -0.11578393E+00  0.21101751E-02
  0.38728044E+01  0.13935845E+00  0.37324428E+00 -0.68676358E-02
  0.38737507E+01  0.53532120E-01 -0.23132990E+00  0.43125961E-02
  0.38751480E+01  0.25353208E+00  0.50344793E+00 -0.85003006E-02
  0.38756532E+01  0.41713173E-02 -0.64574024E-01  0.12299336E-02
  0.38781427E+01  0.87332704E-01  0.29547082E+00 -0.54493713E-02
  0.38806987E+01  0.12255365E-01 -0.11068067E+00  0.22702516E-02
  0.38812316E+01  0.13460512E+01  0.11599971E+01 -0.21397055E-01
  0.38814262E+01  0.18806547E+00  0.43359598E+00 -0.77456761E-02
  0.38827471E+01  0.22900480E+00 -0.47846272E+00  0.88449987E-02
  0.38842351E+01  0.98802271E+00  0.99382179E+00 -0.18464984E-01
  0.38846527E+01  0.50210539E-01 -0.22404509E+00  0.37863026E-02
  0.38855200E+01  0.12688622E-02  0.35614814E-01 -0.66874723E-03
  0.38875108E+01  0.39432434E+00  0.62788464E+00 -0.92313468E-02
  0.38886879E+01  0.36551888E+00 -0.60448054E+00  0.11052735E-01
  0.38905413E+01  0.10103670E-05  0.10051455E-02 -0.70404370E-05
  0.38918429E+01  0.78648533E-01  0.28039660E+00 -0.51264512E-02
  0.38919986E+01  0.20615941E+00 -0.45397044E+00  0.83811628E-02
  0.38933224E+01  0.19416138E+00  0.44056218E+00 -0.81452662E-02
  0.38949990E+01  0.23254903E+00  0.48215287E+00 -0.88112303E-02
  0.38958134E+01  0.62660384E-04 -0.79156762E-02  0.49549746E-04
  0.38965393E+01  0.12072286E+00 -0.34739537E+00  0.62701387E-02
  0.38977894E+01  0.99515143E-01  0.31540753E+00 -0.57648753E-02
  0.38989679E+01  0.56999820E-01 -0.23870538E+00  0.44229711E-02
  0.39009900E+01  0.19528446E+00 -0.44183296E+00  0.82515987E-02
  0.39018762E+01  0.19510359E-01 -0.13965463E+00  0.26349174E-02
  0.39027324E+01  0.14223933E-01 -0.11924340E+00  0.22235778E-02
  0.39032464E+01  0.14054609E+00  0.37483001E+00 -0.69683899E-02
  0.39045628E+01  0.43582738E-01  0.20873057E+00 -0.37796626E-02
  0.39067224E+01  0.18222003E+00  0.42680184E+00 -0.77603497E-02
  0.39082997E+01  0.10404857E+00 -0.32251093E+00  0.59388498E-02
  0.39094029E+01  0.76962337E-01  0.27737480E+00 -0.50555582E-02
  0.39101552E+01  0.13764702E+00  0.37094493E+00 -0.68467947E-02
  0.39109763E+01  0.56352049E+00 -0.75055628E+00  0.13629415E-01
  0.39116000E+01  0.14118011E-01 -0.11880394E+00  0.19063704E-02
  0.39120871E+01  0.61590116E-01 -0.24813302E+00  0.44853399E-02
  0.39139096E+01  0.36701376E-03 -0.19153454E-01  0.39869109E-03
  0.39154078E+01  0.18155909E-02  0.42601924E-01 -0.81668083E-03
  0.39156577E+01  0.17196885E-01  0.13111542E+00 -0.23732764E-02
  0.39170059E+01  0.56284645E-01  0.23720486E+00 -0.43011268E-02
  0.39176201E+01  0.72681395E-01 -0.26954969E+00  0.49353656E-02
  0.39186820E+01  0.36777343E-02  0.60634878E-01 -0.10704603E-02
  0.39196030E+01  0.77623788E-01 -0.27856056E+00  0.52725581E-02
  0.39202421E+01  0.20974755E+00 -0.45790546E+00  0.83748038E-02
  0.39215073E+01  0.45252074E-01  0.21269011E+00 -0.38715097E-02
  0.39232813E+01  0.38816463E+00 -0.62291604E+00  0.11842382E-01
  0.39243967E+01  0.16716871E-01  0.12927584E+00 -0.21511709E-02
  0.39245239E+01  0.85547177E-03 -0.29245662E-01  0.40375302E-03
  0.39250375E+01  0.67249372E+00 -0.81992899E+00  0.14497405E-01
  0.39258029E+01  0.79860155E-02 -0.89351190E-01  0.15428636E-02
  0.39270404E+01  0.95410287E-01  0.30883661E+00 -0.54986205E-02
  0.39273164E+01  0.14596421E-01 -0.12079613E+00  0.21719086E-02
  0.39276906E+01  0.60646497E-01 -0.24620821E+00  0.52927680E-02
  0.39289558E+01  0.62162234E-01 -0.24927612E+00  0.48630504E-02
  0.39296788E+01  0.34354068E-01 -0.18531710E+00  0.34116089E-02
  0.39301827E+01  0.45330565E-02  0.67316737E-01 -0.12301830E-02
  0.39316860E+01  0.29766733E+00 -0.54549328E+00  0.10217899E-01
  0.39319497E+01  0.11073347E+00 -0.33270596E+00  0.63413826E-02
  0.39324657E+01  0.16058071E+00  0.40065882E+00 -0.72951693E-02
  0.39337523E+01  0.60488373E-01  0.24590188E+00 -0.45428244E-02
  0.39340946E+01  0.33829541E-03 -0.18390165E-01  0.31184654E-03
  0.39343835E+01  0.20155588E-01  0.14195906E+00 -0.17928383E-02
  0.39349805E+01  0.14269202E+00  0.37767497E+00 -0.73236517E-02
  0.39353931E+01  0.31866298E-03  0.17849150E-01 -0.26615569E-03
  0.39363840E+01  0.29789326E-01  0.17256648E+00 -0.31838983E-02
  0.39367666E+01  0.57194956E-01 -0.23911449E+00  0.43835940E-02
  0.39370109E+01  0.47840708E-02  0.69154809E-01 -0.12973688E-02
  0.39378544E+01  0.71481820E-04  0.84538509E-02 -0.11927157E-03
  0.39386310E+01  0.10219373E-01 -0.10107378E+00  0.18608806E-02
  0.39393130E+01  0.17089712E-01  0.13070473E+00 -0.24466333E-02
  0.39400155E+01  0.41962706E-01 -0.20481514E+00  0.36691796E-02
  0.39410917E+01  0.12952783E+00 -0.35983801E+00  0.66659643E-02
  0.39411494E+01  0.55272495E-04  0.74344186E-02 -0.43755747E-04
  0.39417825E+01  0.25800066E+00  0.50785081E+00 -0.93919701E-02
  0.39423122E+01  0.58894249E-01  0.24264029E+00 -0.44651404E-02
  0.39427020E+01  0.18541960E-01 -0.13614489E+00  0.25553012E-02
  0.39436851E+01  0.28004466E-01  0.16731705E+00 -0.30772546E-02
  0.39441110E+01  0.15701382E+00  0.39617406E+00 -0.77415512E-02
  0.39448340E+01  0.79781902E-02 -0.89305019E-01  0.16744349E-02
  0.39453432E+01  0.55782517E-02 -0.74673571E-01  0.14524031E-02
  0.39463267E+01  0.38840885E-03 -0.19705054E-01  0.34596975E-03
  0.39468041E+01  0.56947708E-01 -0.23859711E+00  0.43736122E-02
  0.39469119E+01  0.10314958E+00  0.32111233E+00 -0.60374870E-02
  0.39475760E+01  0.19461526E-01  0.13948092E+00 -0.25689695E-02
  0.39482796E+01  0.74145735E-02  0.86093234E-01 -0.15901657E-02
  0.39490868E+01  0.39742093E-04  0.63031555E-02 -0.11101074E-03
  0.39494776E+01  0.89526420E-02  0.94603934E-01 -0.16545967E-02
  0.39501550E+01  0.55373498E-01  0.23527725E+00 -0.42560057E-02
  0.39502177E+01  0.64758381E-01 -0.25442808E+00  0.49733605E-02
  0.39509805E+01  0.90164332E-01 -0.30022310E+00  0.55157835E-02
  0.39518120E+01  0.21330926E+00 -0.46177488E+00  0.85569466E-02
  0.39524518E+01  0.36652766E+00 -0.60531368E+00  0.11090647E-01
  0.39532121E+01  0.35281802E-02  0.59388043E-01 -0.11137619E-02
  0.39532758E+01  0.10371240E+00 -0.32199112E+00  0.58411454E-02
  0.39539509E+01  0.24171745E+00 -0.49156440E+00  0.90496111E-02
  0.39546222E+01  0.32719850E-02  0.57190479E-01 -0.11109339E-02
  0.39550538E+01  0.33703533E-01  0.18355258E+00 -0.34616719E-02
  0.39551005E+01  0.27048774E-01 -0.16444058E+00  0.28407744E-02
  0.39567270E+01  0.25399857E-02  0.50390806E-01 -0.86741877E-03
  0.39568988E+01  0.21476802E-01  0.14652525E+00 -0.26748843E-02
  0.39579211E+01  0.15550400E-01 -0.12467917E+00  0.23465311E-02
  0.39585899E+01  0.67886915E-02  0.82379788E-01 -0.15040157E-02
  0.39588250E+01  0.48387017E-01  0.21992958E+00 -0.42424078E-02
  0.39589812E+01  0.27439279E-02 -0.52373736E-01  0.95900070E-03
  0.39595522E+01  0.25506378E-01  0.15968156E+00 -0.28597955E-02
  0.39607223E+01  0.61338593E-01 -0.24762265E+00  0.46493152E-02
  0.39609489E+01  0.17183521E+00 -0.41445596E+00  0.78404065E-02
  0.39613253E+01  0.18092936E+00  0.42528418E+00 -0.79197190E-02
  0.39616074E+01  0.52300249E-01  0.22865424E+00 -0.41819872E-02
  0.39620361E+01  0.26873580E+00 -0.51830845E+00  0.95995230E-02
  0.39631633E+01  0.70567361E-02  0.83992001E-01 -0.14421683E-02
  0.39633780E+01  0.28195890E+00  0.53090783E+00 -0.97867304E-02
  0.39636583E+01  0.32520070E+00  0.57016736E+00 -0.10482715E-01
  0.39648703E+01  0.31008503E-01  0.17606362E+00 -0.31788183E-02
  0.39649930E+01  0.15587514E+00 -0.39474451E+00  0.72049068E-02
  0.39653742E+01  0.15309683E-01 -0.12371095E+00  0.22989282E-02
  0.39660496E+01  0.78523190E-01 -0.28016993E+00  0.52912877E-02
  0.39662530E+01  0.76307730E-01 -0.27619105E+00  0.51218267E-02
  0.39673889E+01  0.88754472E-02  0.94194599E-01 -0.16806672E-02
  0.39680416E+01  0.23772911E-01 -0.15415895E+00  0.28159407E-02
  0.39681209E+01  0.16754879E-03 -0.12941891E-01  0.23715927E-03
  0.39691959E+01  0.23209290E-02  0.48167850E-01 -0.88726732E-03
  0.39694157E+01  0.15188353E-02 -0.38966980E-01  0.64018244E-03
  0.39697039E+01  0.21906315E-01  0.14798227E+00 -0.27501973E-02
  0.39702957E+01  0.46553135E-02 -0.68218645E-01  0.12369631E-02
  0.39709613E+01  0.62570701E-01 -0.25009889E+00  0.46094841E-02
  0.39712607E+01  0.24314998E+00 -0.49301930E+00  0.90523764E-02
  0.39718855E+01  0.85743230E-02 -0.92582074E-01  0.16978240E-02
  0.39725514E+01  0.83575523E-03  0.28904261E-01 -0.54677013E-03
  0.39728591E+01  0.23990748E-01 -0.15486366E+00  0.28277865E-02
  0.39737891E+01  0.65165198E-02  0.80711720E-01 -0.14621779E-02
  0.39744161E+01  0.91618631E-01 -0.30263435E+00  0.55748936E-02
  0.39748521E+01  0.26189143E-02 -0.51164904E-01  0.10329230E-02
  0.39751429E+01  0.58041760E-02  0.76173835E-01 -0.13126069E-02
  0.39751951E+01  0.83425124E-01  0.28878829E+00 -0.51427758E-02
  0.39756517E+01  0.92865937E-01  0.30468624E+00 -0.56773251E-02
  0.39759731E+01  0.27853686E-01  0.16686434E+00 -0.31584761E-02
  0.39765277E+01  0.11182939E-02 -0.33434590E-01  0.64966295E-03
  0.39771491E+01  0.30410669E-01 -0.17435743E+00  0.31870320E-02
  0.39776904E+01  0.27468476E-01  0.16570864E+00 -0.30201842E-02
  0.39781033E+01  0.15610135E-03  0.12491721E-01 -0.24136713E-03
  0.39783664E+01  0.90750945E-02  0.95246903E-01 -0.17669202E-02
  0.39785671E+01  0.19460896E-01 -0.13948060E+00  0.24610565E-02
  0.39798652E+01  0.10600115E+00  0.32552304E+00 -0.59919420E-02
  0.39802927E+01  0.38599126E-04 -0.62106027E-02  0.16594903E-03
  0.39804495E+01  0.17674288E+00 -0.42033735E+00  0.77061863E-02
  0.39809131E+01  0.39589584E-01 -0.19893862E+00  0.36069818E-02
  0.39815007E+01  0.53991358E-01  0.23231886E+00 -0.43939668E-02
  0.39816487E+01  0.19509440E-01 -0.13965267E+00  0.25634541E-02
  0.39821006E+01  0.14164800E-04 -0.37636143E-02 -0.27215330E-05
  0.39825737E+01  0.94907618E-01 -0.30801757E+00  0.57268492E-02
  0.39833233E+01  0.69703138E-04  0.83483067E-02 -0.94416074E-04
  0.39835122E+01  0.35647422E-01 -0.18877116E+00  0.35877810E-02
  0.39835368E+01  0.10465318E-04 -0.32289426E-02 -0.19811000E-03
  0.39837657E+01  0.81587492E-01  0.28559698E+00 -0.46748665E-02
  0.39843370E+01  0.16166704E-01  0.12712648E+00 -0.23583458E-02
  0.39850580E+01  0.86234903E-04 -0.92860190E-02 -0.68946079E-04
  0.39851353E+01  0.65430645E-01  0.25577442E+00 -0.31763022E-02
  0.39859914E+01  0.31189982E-01 -0.17657611E+00  0.32955162E-02
  0.39864327E+01  0.89845641E-01  0.29969121E+00 -0.55515667E-02
  0.39865827E+01  0.19451629E-03 -0.13944740E-01  0.24597418E-03
  0.39870378E+01  0.86404702E-02  0.92938856E-01 -0.16849729E-02
  0.39875022E+01  0.60247884E-01 -0.24541353E+00  0.44815544E-02
  0.39879210E+01  0.78927140E-02 -0.88825632E-01  0.16495751E-02
  0.39881544E+01  0.16048991E-01  0.12666218E+00 -0.23840584E-02
  0.39888552E+01  0.51544652E-01 -0.22699561E+00  0.42003553E-02
  0.39894406E+01  0.88240667E-01 -0.29700203E+00  0.55192332E-02
  0.39896230E+01  0.13923420E-01  0.11797716E+00 -0.21931801E-02
  0.39897908E+01  0.37892814E-02  0.61548562E-01 -0.10275803E-02
  0.39902283E+01  0.13730003E+00 -0.37047849E+00  0.67617698E-02
  0.39912169E+01  0.21533400E-01  0.14671788E+00 -0.26952342E-02
  0.39913338E+01  0.13832760E+00 -0.37185894E+00  0.69664719E-02
  0.39918251E+01  0.28413723E-01  0.16853349E+00 -0.31914735E-02
  0.39921380E+01  0.32032681E-01 -0.17894905E+00  0.31493301E-02
  0.39921985E+01  0.13706985E+00  0.32743734E+00  0.17278495E+00
  0.39930633E+01  0.75944564E-01  0.27554960E+00 -0.41208814E-02
  0.39932932E+01  0.12260025E-01  0.11070610E+00 -0.20456386E-02
  0.39936306E+01  0.46216948E-01 -0.21494810E+00  0.37763892E-02
  0.39939846E+01  0.45853058E-02  0.67702263E-01 -0.13074502E-02
  0.39945592E+01  0.26273121E-01  0.16206128E+00 -0.30431275E-02
  0.39948599E+01  0.41416388E-03  0.20347698E-01 -0.36751025E-03
  0.39953655E+01  0.14423452E-02 -0.37971829E-01  0.69673502E-03
  0.39955830E+01  0.38078339E-04 -0.61698471E-02  0.10641922E-03
  0.39959414E+01  0.13161712E-03 -0.11471213E-01  0.16850985E-03
  0.39964124E+01  0.50433932E-01  0.22453688E+00 -0.41379902E-02
  0.39966158E+01  0.17376915E-01 -0.13180030E+00  0.23654905E-02
  0.39967960E+01  0.96353591E-02  0.98144331E-01 -0.17462578E-02
  0.39973660E+01  0.30321466E-01 -0.17410210E+00  0.31502942E-02
  0.39977440E+01  0.11051866E-02  0.33238933E-01 -0.59993113E-03
  0.39983074E+01  0.48129069E-02 -0.69363030E-01  0.12949461E-02
  0.39985017E+01  0.12764076E-02 -0.35720870E-01  0.65346505E-03
  0.39990390E+01  0.38743386E-01 -0.19679829E+00  0.37172363E-02
  0.39992452E+01  0.34119380E-02 -0.58401831E-01  0.10789498E-02
  0.39997631E+01  0.17052241E-05  0.13048959E-02 -0.49706414E-04
  0.39999369E+01  0.23672554E-01  0.15383333E+00 -0.28035298E-02
  0.40003941E+01  0.17030245E+00  0.41260742E+00 -0.75870487E-02
  0.40009306E+01  0.11002027E+00  0.33163488E+00 -0.62105537E-02
  0.40010785E+01  0.22378269E-01 -0.14956847E+00  0.27461624E-02
  0.40015182E+01  0.32947869E-03  0.18148481E-01 -0.33363391E-03
  0.40019691E+01  0.13825711E-02 -0.37176485E-01  0.69284803E-03
  0.40021788E+01  0.24959564E-02  0.49951657E-01 -0.88788539E-03
  0.40023030E+01  0.69080596E-03 -0.26279188E-01  0.45853074E-03
  0.40027072E+01  0.25612684E-01  0.16001252E+00 -0.29458478E-02
  0.40031357E+01  0.13728732E-01 -0.11715147E+00  0.20655215E-02
  0.40034562E+01  0.33789498E-01 -0.18378867E+00  0.33498836E-02
  0.40039821E+01  0.48963121E-03  0.22123151E-01 -0.44427951E-03
  0.40044869E+01  0.99797648E-01 -0.31587877E+00  0.42717531E-02
  0.40049488E+01  0.30219762E-01  0.17380830E+00 -0.32305274E-02
  0.40053506E+01  0.10671254E+00  0.32661359E+00 -0.60086294E-02
  0.40057202E+01  0.10948875E-02 -0.33081635E-01  0.70205270E-03
  0.40057641E+01  0.53819578E-01 -0.23194536E+00  0.45747215E-02
  0.40060770E+01  0.15775429E-01 -0.12557935E+00  0.22926031E-02
  0.40065971E+01  0.30717895E-01 -0.17523580E+00  0.32108270E-02
  0.40070377E+01  0.60205382E-03  0.24534600E-01 -0.32747788E-03
  0.40070734E+01  0.60950139E-01  0.24684199E+00 -0.43785208E-02
  0.40075721E+01  0.83847230E-02 -0.91551554E-01  0.17423968E-02
  0.40076142E+01  0.61030331E-01 -0.24700085E+00  0.45726094E-02
  0.40085254E+01  0.23345006E-01 -0.15276467E+00  0.28215464E-02
  0.40088768E+01  0.47249379E-01  0.21732553E+00 -0.43583423E-02
  0.40089298E+01  0.34370260E-01  0.18536063E+00 -0.34201545E-02
  0.40091055E+01  0.14997368E-01 -0.12244428E+00  0.21829934E-02
  0.40096883E+01  0.77063757E-01  0.27755856E+00 -0.50001338E-02
  0.40099887E+01  0.21290662E-03 -0.14588534E-01  0.28509938E-03
  0.40102779E+01  0.21115722E-02  0.45944068E-01 -0.84545796E-03
  0.40110559E+01  0.87806203E-02 -0.93688634E-01  0.17493440E-02
  0.40114233E+01  0.15081455E-02  0.38828989E-01 -0.67465909E-03
  0.40117473E+01  0.51360031E-01 -0.22658999E+00  0.41241832E-02
  0.40120284E+01  0.15952811E-01  0.12628267E+00 -0.23446079E-02
  0.40123042E+01  0.12699796E-01 -0.11267247E+00  0.21706677E-02
  0.40127802E+01  0.63399192E-02  0.79610379E-01 -0.14514493E-02
  0.40134214E+01  0.44968008E-01  0.21199401E+00 -0.51523621E-02
  0.40134293E+01  0.78560351E-02  0.88596627E-01 -0.25831755E-02
  0.40139586E+01  0.13112949E-01  0.11449310E+00 -0.20688016E-02
  0.40142500E+01  0.26844853E-01 -0.16381816E+00  0.29091229E-02
  0.40145803E+01  0.30229370E-01 -0.17383829E+00  0.31016516E-02
  0.40148242E+01  0.82384511E-01  0.28697961E+00 -0.52166256E-02
  0.40151906E+01  0.71376254E-02  0.84471227E-01 -0.14957367E-02
  0.40155633E+01  0.17860023E+00  0.42256153E+00 -0.64794796E-02
  0.40159969E+01  0.29252744E-01  0.17100644E+00 -0.30891663E-02
  0.40161004E+01  0.10504774E-01  0.10247511E+00 -0.19042118E-02
  0.40165299E+01  0.15731878E-01  0.12540590E+00 -0.22885363E-02
  0.40167479E+01  0.14465972E-01  0.12025492E+00 -0.21737996E-02
  0.40170553E+01  0.59489210E-01 -0.24386266E+00  0.44959417E-02
  0.40175807E+01  0.25186546E-04 -0.50179123E-02  0.84272701E-04
  0.40178745E+01  0.10907445E-02 -0.33021230E-01  0.58557853E-03
  0.40181766E+01  0.14618675E+00  0.38227558E+00 -0.72203579E-02
  0.40185083E+01  0.11685067E+00 -0.34177743E+00  0.62331677E-02
  0.40188175E+01  0.32451638E-01 -0.18011356E+00  0.32774203E-02
  0.40191100E+01  0.12397378E-01  0.11132402E+00 -0.20834284E-02
  0.40195874E+01  0.23823153E-03  0.15431906E-01 -0.29634106E-03
  0.40199429E+01  0.20863028E-02  0.45667953E-01 -0.86069704E-03
  0.40201700E+01  0.89893222E-02 -0.94795227E-01  0.17852857E-02
  0.40204336E+01  0.54474964E-01 -0.23336438E+00  0.40040883E-02
  0.40207932E+01  0.10311797E-01  0.10153001E+00 -0.18582802E-02
  0.40212622E+01  0.11716684E+00 -0.34223755E+00  0.63483863E-02
  0.40217119E+01  0.13031646E+00 -0.36094252E+00  0.60791831E-02
  0.40218287E+01  0.32773580E-01  0.18100103E+00 -0.34936062E-02
  0.40221153E+01  0.22127504E-02 -0.47032364E-01  0.84093098E-03
  0.40221346E+01  0.99003223E-05  0.31431934E-02 -0.14372785E-03
  0.40225537E+01  0.39440724E-02  0.62790753E-01 -0.11805336E-02
  0.40230818E+01  0.45695760E-01  0.21373012E+00 -0.38983285E-02
  0.40233412E+01  0.23786109E-01 -0.15420333E+00  0.27280778E-02
  0.40239109E+01  0.45721207E-01 -0.21379152E+00  0.37935715E-02
  0.40240981E+01  0.93207036E-01 -0.30524735E+00  0.55760778E-02
  0.40243549E+01  0.42298659E-02 -0.65025780E-01  0.12303942E-02
  0.40247935E+01  0.94016776E-02 -0.96947383E-01  0.16977928E-02
  0.40252682E+01  0.39004523E-03  0.19747540E-01 -0.28267422E-03
  0.40253926E+01  0.29284254E-01  0.17109829E+00 -0.31031817E-02
  0.40256267E+01  0.11378459E-01  0.10665305E+00 -0.18936453E-02
  0.40260667E+01  0.78555663E-02 -0.88621686E-01  0.13277908E-02
  0.40261383E+01  0.28386008E+00 -0.53245190E+00 -0.18843047E-01
  0.40265335E+01  0.85072254E-02  0.92218996E-01 -0.16976764E-02
  0.40267984E+01  0.35960977E-01 -0.18960125E+00  0.35133828E-02
  0.40273957E+01  0.52944648E-01  0.23005810E+00 -0.42332575E-02
  0.40277745E+01  0.21208338E-01 -0.14560658E+00  0.26573554E-02
  0.40281457E+01  0.62245678E-01 -0.24944831E+00  0.46063770E-02
  0.40283487E+01  0.41597129E-01  0.20391550E+00 -0.39495731E-02
  0.40286013E+01  0.54003814E-01  0.23230316E+00 -0.62495731E-02
  0.40289656E+01  0.78575403E-03  0.28025010E-01 -0.59401609E-03
  0.40292277E+01  0.42001019E-02  0.64796802E-01 -0.12150138E-02
  0.40294967E+01  0.16392345E-02 -0.40480595E-01  0.74556011E-03
  0.40302268E+01  0.70786711E-01 -0.26600937E+00  0.50719087E-02
  0.40303880E+01  0.10296492E-01 -0.10145260E+00  0.19655022E-02
  0.40305234E+01  0.24502488E-02  0.49492254E-01 -0.87501372E-03
  0.40307022E+01  0.22388383E-01  0.14960253E+00 -0.27322276E-02
  0.40315203E+01  0.85714402E-01  0.29271839E+00 -0.55085669E-02
  0.40316818E+01  0.10361469E+00  0.32183394E+00 -0.61322572E-02
  0.40320535E+01  0.66223465E-02 -0.81364732E-01  0.14583974E-02
  0.40325394E+01  0.83950157E-01 -0.28968833E+00  0.55524587E-02
  0.40326690E+01  0.10061476E+00 -0.31713324E+00  0.64239871E-02
  0.40329670E+01  0.13780733E+00 -0.37115903E+00  0.69504262E-02
  0.40333844E+01  0.18982628E-02  0.43559529E-01 -0.91120388E-03
  0.40335600E+01  0.46252121E-01  0.21502369E+00 -0.41149697E-02
  0.40341100E+01  0.66244514E-01 -0.25733692E+00  0.47140848E-02
