     1      73     0.00000     0.00000     0.00000   -2.327895971   -3.644688971   -1.316793000
     1      73     0.00000     0.00000    -0.01917   -2.327627220   -3.646720048   -1.319092828
     1      73     0.00000     0.00000    -0.03833   -2.324915049   -3.768034436   -1.443119387
     1      73     0.00000     0.00000    -0.05750   -2.317989100   -3.790165453   -1.472176352
     1      73     0.00000     0.00000    -0.07667   -2.315204682   -3.784831705   -1.469627023
     1      73     0.00000     0.00000    -0.09584   -2.316464772   -3.778903937   -1.462439165
     1      73     0.00000     0.00000    -0.11500   -2.318300218   -3.803585218   -1.485285000
     1      73     0.00000    -0.21825    -0.02923   -2.268667325   -3.706907325   -1.438240000
     1      73     0.00000    -0.19097    -0.02558   -2.269014883   -3.712716064   -1.443701181
     1      73     0.00000    -0.16369    -0.02192   -2.271002058   -3.727546957   -1.456544898
     1      73     0.00000    -0.13640    -0.01827   -2.276012428   -3.736420553   -1.460408125
     1      73     0.00000    -0.10912    -0.01462   -2.284613355   -3.744642355   -1.460029000
     1      73     0.00000    -0.08184    -0.01096   -2.296090962   -3.757197790   -1.461106827
     1      73     0.00000    -0.05456    -0.00731   -2.308425703   -3.764845796   -1.456420093
     1      73     0.00000    -0.02728    -0.00365   -2.319641448   -3.735089223   -1.415447775
     1      73     0.00000     0.00000     0.00000   -2.327895971   -3.644688971   -1.316793000
     1      73    -0.03435    -0.00252    -0.00641   -2.322300025   -3.763019286   -1.440719261
     1      73    -0.06870    -0.00504    -0.01283   -2.303633525   -3.776182361   -1.472548836
     1      73    -0.10306    -0.00756    -0.01924   -2.291736748   -3.756693432   -1.464956684
     1      73    -0.13741    -0.01009    -0.02566   -2.290979903   -3.748469903   -1.457490000
     1      73    -0.17176    -0.01261    -0.03207   -2.294939097   -3.766229076   -1.471289979
     1      73    -0.20611    -0.01513    -0.03849   -2.291654473   -3.790603909   -1.498949436
     1      73    -0.24046    -0.01765    -0.04490   -2.275900659   -3.739558546   -1.463657887
     1      73    -0.27481    -0.02017    -0.05131   -2.263346433   -3.685374433   -1.422028000
     1      73    -0.27481     0.19808     0.09292   -2.349150541   -3.832833541   -1.483683000
     1      73    -0.24983     0.18007     0.08447   -2.334378967   -3.817318360   -1.482939393
     1      73    -0.22485     0.16206     0.07603   -2.299670039   -3.787199627   -1.487529588
     1      73    -0.19986     0.14405     0.06758   -2.260873835   -3.785704726   -1.524830891
     1      73    -0.17488     0.12605     0.05913   -2.224512959   -3.755328621   -1.530815662
     1      73    -0.14990     0.10804     0.05068   -2.189382704   -3.746134507   -1.556751803
     1      73    -0.12492     0.09003     0.04224   -2.171568502   -3.760671169   -1.589102667
     1      73    -0.09993     0.07203     0.03379   -2.193922627   -3.717214647   -1.523292020
